GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS673242639	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-11-04	06:16:00	obsr605331	S49669093	Traveling	P22	EBIRD	199	5.440		6	1	G3562968	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682479101	2018-12-03 17:02:49	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				4					Honduras	HN	Lempira	HN-LE							Bonia Departamento de Lempira, HN (14,557, -88,613)	L8212458	P	14.5574360	-88.6132783	2018-12-03	10:49:00	obsr605344	S50401151	Traveling	P22	EBIRD	154	6.170		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS691758092	2018-12-31 18:03:50	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona Nucleo/Bosque pino (1800-2100 msnm)	L2055734	H	14.5551733	-88.6606979	2018-12-31	09:20:00	obsr824148	S51134608	Traveling	P22	EBIRD	210	1.260		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS685840019	2018-12-14 21:28:29	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-12-14	10:10:00	obsr1199025	S50668875	Traveling	P22	EBIRD	49	2.000		2	1	G3648856	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS685806103	2018-12-14 20:03:57	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-12-14	10:10:00	obsr824148	S50666749	Traveling	P22	EBIRD	49	2.000		2	1	G3648856	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS683860708	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							HN-Lempira-Gracias (14.5646,-88.5927)	L8226750	P	14.5645820	-88.5927000	2018-12-08	08:13:00	obsr1158124	S50511297	Traveling	P22	EBIRD	60	0.030		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS688172564	2018-12-21 14:45:31	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2018-12-21	09:15:00	obsr752149	S50844034	Stationary	P21	EBIRD	120			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS686180101	2018-12-15 19:02:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2018-12-15	11:10:00	obsr1199023	S50695363	Traveling	P22	EBIRD	90	0.800		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS704916099	2023-05-18 11:53:37.40417	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Puca(14,725, -88,568)	L8465976	P	14.7252574	-88.5675936	2019-01-20	05:42:00	obsr854053	S52221403	Traveling	P22	EBIRD	535	9.830		2	1	G3781515	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS699194129	2019-03-15 19:45:23	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Microc. Río Plata, Belén, Lempira	L8441752	P	14.4881639	-88.3920073	2019-01-16	11:50:00	obsr605331	S51745980	Traveling	P22	EBIRD	248	3.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS700806460	2023-05-18 11:53:37.386883	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Puca(14,725, -88,568)	L8465976	P	14.7252574	-88.5675936	2019-01-20	05:42:00	obsr605344	S51878161	Traveling	P22	EBIRD	535	9.830		2	1	G3781515	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693297198	2019-01-03 17:08:21	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				7					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2019-01-03	10:24:00	obsr752149	S51272756	Stationary	P21	EBIRD	105			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS696512077	2023-05-18 11:53:12.186956	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				4					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2019-01-09	11:11:00	obsr752149	S51518299	Stationary	P21	EBIRD	120			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS701436910	2023-05-18 11:53:15.454851	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-01-20	05:42:00	obsr1203905	S51928515	Traveling	P22	EBIRD	535	9.830		2	1	G3781515	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS700835135	2023-05-18 11:53:15.431339	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-01-20	05:42:00	obsr824148	S51880233	Traveling	P22	EBIRD	535	9.830		2	1	G3781515	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS716504446	2019-03-18 08:03:46	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				7					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona Nucleo/Bosque pino (1800-2100 msnm)	L2055734	H	14.5551733	-88.6606979	2019-02-27	10:08:00	obsr752149	S53215975	Traveling	P22	EBIRD	240	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS747488806	2023-05-18 11:53:15.645515	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr1248732	S55575484	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS754443298	2023-05-18 11:53:15.824697	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr1199025	S56005177	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS747483776	2023-05-18 11:53:15.749923	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr888730	S55575126	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS746642364	2023-05-18 11:53:15.471674	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr604856	S55518297	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS747507564	2023-05-18 11:53:15.725715	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr1056212	S55576786	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS747221852	2023-05-18 11:53:15.77093	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr548297	S55557030	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS746639455	2023-05-18 11:53:15.799261	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr918292	S55518111	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS747488982	2023-05-18 11:53:15.703985	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr1081850	S55575493	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS747207443	2023-05-18 11:53:15.848528	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-04-28	06:30:00	obsr651458	S55556198	Traveling	P22	EBIRD	301	5.874		9	1	G4096614	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS822244826	2020-05-25 12:09:28	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Sector Poza Verde/Cerro Cascal	L10010230	H	14.5042779	-88.6493226	2019-10-29	09:34:00	obsr605331	S61028903	Traveling	P22	EBIRD	245	12.330		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS814787559	2019-10-09 21:53:09	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	Lempira	HN-LE							Departamento de Lempira, HN (14.618, -88.681)	L10012179	P	14.6177173	-88.6812973	2019-10-09	09:01:00	obsr1357051	S60492328	Traveling	P22	EBIRD_CAMERICA	649	6.840		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818576016	2022-03-06 12:56:04.48004	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-10-19	05:27:00	obsr546395	S60767821	Traveling	P22	EBIRD	469	4.090		1	1	G4597475	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818586574	2022-03-06 12:56:04.48004	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2019-10-19	05:27:00	obsr546389	S60768508	Traveling	P22	EBIRD	469	4.090		1	1	G4597475	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS821523002	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							Ruta Los Puentes, Villa Verde	L8080772	P	14.5660268	-88.6039414	2019-10-27	08:15:00	obsr605331	S60967065	Traveling	P22	EBIRD	89	3.920		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS828231762	2023-05-18 11:53:05.803044	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona de Amortigua. Aldea El Naranjito	L3178174	H	14.4782315	-88.6630905	2019-11-14	10:07:00	obsr605331	S61475637	Traveling	P22	EBIRD	482	10.680		6	1	G4680791	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS829611970	2023-05-18 11:53:05.923311	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona de Amortigua. Aldea El Naranjito	L3178174	H	14.4782315	-88.6630905	2019-11-14	10:07:00	obsr1140298	S61579401	Traveling	P22	EBIRD	482	10.680		6	1	G4680791	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS836524363	2023-05-18 11:53:06.033364	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona de Amortigua. Aldea El Naranjito	L3178174	H	14.4782315	-88.6630905	2019-11-14	10:07:00	obsr969234	S62182619	Traveling	P22	EBIRD	482	10.680		6	1	G4680791	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS837987841	2023-05-18 11:53:05.996428	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona de Amortigua. Aldea El Naranjito	L3178174	H	14.4782315	-88.6630905	2019-11-14	10:07:00	obsr1148894	S62300045	Traveling	P22	EBIRD	482	10.680		6	1	G4680791	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS829978447	2019-11-20 22:53:00	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				6					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]	L3487756	H	14.5708326	-88.6370087	2019-11-20	09:14:00	obsr752149	S61607643	Traveling	P22	EBIRD	180	7.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS837988001	2023-05-18 11:53:25.474525	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							RVS Puca--Microcuenca Güergüerense	L5416547	H	14.7164531	-88.5820564	2019-12-14	06:36:00	obsr1148894	S62300050	Traveling	P22	EBIRD	335	2.000		4	1	G4745851	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS837947120	2023-05-18 11:53:25.487892	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							RVS Puca--Microcuenca Güergüerense	L5416547	H	14.7164531	-88.5820564	2019-12-14	06:36:00	obsr398519	S62296940	Traveling	P22	EBIRD	335	2.000		4	1	G4745851	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS549066717	2017-11-12 19:26:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							El tejar, Opatoro. RN El Jilguero	L6444427	P	14.1069017	-87.9079843	2017-11-05	11:00:00	obsr952404	S40478416	Traveling	P22	EBIRD	210	1.500		3	1	G2718698	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS547212061	2017-11-08 18:58:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							El tejar, Opatoro. RN El Jilguero	L6444427	P	14.1069017	-87.9079843	2017-11-05	11:00:00	obsr941052	S40331239	Traveling	P22	EBIRD	210	1.500		3	1	G2718698	0	1	0		Día muy nublado. una leve brisa		
URN:CornellLabOfOrnithology:EBIRD:OBS547330779	2017-11-22 08:51:36	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							El tejar, Opatoro. RN El Jilguero	L6444427	P	14.1069017	-87.9079843	2017-11-05	11:00:00	obsr952463	S40338993	Traveling	P22	EBIRD	210	1.500		3	1	G2718698	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567534356	2021-08-05 16:39:39.353672	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Finca Laguna Seca, Florida de Opatoro, La Paz	L6139113	P	14.0249038	-87.8686792	2018-01-10	06:30:00	obsr941052	S41915609	Traveling	P22	EBIRD	150	1.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS583540575	2020-08-03 13:36:16	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							Unnamed Road, Departamento de La Paz, HN (13,946, -87,835)	L7005529	P	13.9457649	-87.8354467	2018-02-27	06:00:00	obsr955602	S43297618	Traveling	P22	EBIRD	714	50.550		4	1	G2983954	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS583574134	2018-04-09 12:23:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							Unnamed Road, Departamento de La Paz, HN (13,946, -87,835)	L7005529	P	13.9457649	-87.8354467	2018-02-27	06:00:00	obsr941052	S43300705	Traveling	P22	EBIRD	714	50.550		4	1	G2983954	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS588822493	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Hotel y Finca Biodinámica La Fortaleza	L7016343	H	14.1516088	-88.0083096	2018-03-17	06:46:00	obsr925816	S43722154	Traveling	P22	EBIRD_CAMERICA	142	2.400		2	1		0	1	0		The purpose of this bird counting is to recognize the trails of the area in order to give a tour to a group of students of UPI (Universidad Politacnica de Ingenieria) on Sunday 18, 2018. The tour is focused to bird protection and environmental education.		
URN:CornellLabOfOrnithology:EBIRD:OBS670338285	2023-05-18 11:52:25.334025	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector La Laguna Pintada	L6817711	H	14.0286094	-87.8646344	2018-10-25	08:13:00	obsr1120174	S49453443	Stationary	P21	EBIRD_CAMERICA	61			2	1	G3541508	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS669832795	2018-10-24 08:55:28	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							Calle a Honduras el Salvador, Departamento de La Paz, HN (14.094, -88.003)	L8067764	P	14.0940197	-88.0032641	2018-10-23	09:52:00	obsr925816	S49415416	Stationary	P21	EBIRD_CAMERICA	14			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673478364	2023-05-18 11:52:25.765531	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector La Laguna Pintada	L6817711	H	14.0286094	-87.8646344	2018-10-30	07:15:00	obsr941052	S49686711	Stationary	P21	EBIRD_CAMERICA	57			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS667649582	2018-10-17 16:42:58	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Departamento de La Paz, HN (14.08, -88.026)	L8029303	P	14.0804537	-88.0264644	2018-10-13	17:32:00	obsr1146507	S49256868	Stationary	P21	EBIRD_CAMERICA	16			2	1	G3524790	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS663064803	2018-10-04 11:23:55	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Res. Biol. Guajiquiro--Carretera	L2327897	H	14.1035304	-87.8272390	2018-10-03	08:36:00	obsr789606	S48911393	Traveling	P22	EBIRD_CAMERICA	240	3.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS666485121	2018-10-17 16:42:58	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Departamento de La Paz, HN (14.08, -88.026)	L8029303	P	14.0804537	-88.0264644	2018-10-13	17:32:00	obsr941052	S49176324	Stationary	P21	EBIRD_CAMERICA	16			2	1	G3524790	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS670300724	2023-05-18 11:52:26.059983	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector La Laguna Pintada	L6817711	H	14.0286094	-87.8646344	2018-10-25	08:13:00	obsr941052	S49450744	Stationary	P21	EBIRD_CAMERICA	61			2	1	G3541508	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677032947	2018-11-17 00:44:45	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				4					Honduras	HN	La Paz	HN-LP							Hotel y Finca Biodinámica La Fortaleza	L7016343	H	14.1516088	-88.0083096	2018-11-16	11:48:00	obsr646304	S49973451	Traveling	P22	EBIRD	78	1.500		2	1	G3587688	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677184255	2018-11-17 00:42:58	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				4					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector Bosque Las Trancas	L4138343	H	14.1222594	-87.8807116	2018-11-16	16:21:00	obsr941052	S49986809	Traveling	P22	EBIRD	86	1.500		4	1	G3587687	0	1	0		Día lluvioso, nublado, frío y mucho viento.		
URN:CornellLabOfOrnithology:EBIRD:OBS673297867	2019-12-31 17:52:46	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							Bosque Seco (Dry Pine-oak Forest) Las Queseras	L6298914	H	14.2083140	-88.0743515	2018-11-03	07:51:00	obsr925816	S49673395	Traveling	P22	EBIRD_CAMERICA	270	2.000		3	1	G3562187	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676957107	2021-08-05 16:39:17.200907	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	La Paz	HN-LP							Hotel y Finca Biodinámica La Fortaleza	L7016343	H	14.1516088	-88.0083096	2018-11-16	06:52:00	obsr646304	S49967399	Traveling	P22	EBIRD	89	0.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS679154464	2018-11-22 18:28:48	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							Microcuenca Santa Ana/ Cerro Cacauterique	L7737973	P	14.0688660	-87.9603501	2018-11-22	14:23:00	obsr941052	S50135053	Stationary	P21	EBIRD_CAMERICA	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674496152	2021-08-05 16:39:39.353672	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				8					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector La Laguna Pintada	L6817711	H	14.0286094	-87.8646344	2018-11-07	07:48:00	obsr941052	S49761436	Traveling	P22	EBIRD_CAMERICA	215	3.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674495686	2020-04-07 18:39:05	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				6					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector Agua Escondida	L6433444	H	14.0045741	-87.8766990	2018-11-08	06:33:00	obsr941052	S49761415	Traveling	P22	EBIRD_CAMERICA	120	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674496701	2021-08-05 00:48:13.89859	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector La Laguna Pintada	L6817711	H	14.0286094	-87.8646344	2018-11-06	07:17:00	obsr941052	S49761470	Traveling	P22	EBIRD_CAMERICA	87	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS679435321	2018-11-23 22:52:28	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector Bosque Las Trancas	L4138343	H	14.1222594	-87.8807116	2018-11-23	09:33:00	obsr941052	S50157836	Traveling	P22	EBIRD	192	2.000		2	1		0	1	0		Dia despejado		
URN:CornellLabOfOrnithology:EBIRD:OBS681075916	2018-11-28 21:45:13	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	La Paz	HN-LP							Microcuenca Santa Ana/ Cerro Cacauterique	L7737973	P	14.0688660	-87.9603501	2018-11-28	07:15:00	obsr941052	S50289345	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS681574141	2018-11-30 21:14:59	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector El Rifle Opatoro	L6723439	H	14.0991580	-87.9150685	2018-11-27	11:30:00	obsr976552	S50331382	Traveling	P22	EBIRD	240	2.000		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674546891	2019-12-29 10:41:37	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	La Paz	HN-LP							Reserva El Jilguero--Sector Bosque Las Trancas	L4138343	H	14.1222594	-87.8807116	2018-11-08	06:40:00	obsr328838	S49765274	Traveling	P22	EBIRD	180	3.000		2	1	G3692314	0	1	0				
